SKU,Region,Rate,Version,MeterSubCategory
NC12,US West,1096.46,,NC Promo Series Windows
NC12,US East 2,981.12,,NC Promo Series Windows
NC12,US West 2,981.12,,NC Promo Series Windows
NC12,US East 2,1582.64,,NC Series Windows
NC12,US West 2,1582.64,,NC Series Windows
NC12,EU North,1687.76,,NC Series Windows
NC12,AP Southeast,2272.49,,NC Series Windows
NC12,EU West,2025.02,,NC Series Windows
NC12,US East,1582.64,,NC Series Windows
NC24,AP Southeast,2503.17,,NC Promo Series Windows
NC24,US West 2,1962.24,,NC Promo Series Windows
NC24,US East,1962.24,,NC Promo Series Windows
NC24,US West,2193.65,,NC Promo Series Windows
NC24,EU West,2308.99,,NC Promo Series Windows
NC24,US East 2,1962.24,,NC Promo Series Windows
NC24,EU North,2054.95,,NC Promo Series Windows
NC24,US East 2,3165.28,,NC Series Windows
NC24,US West 2,3165.28,,NC Series Windows
NC24,AP Southeast,4544.98,,NC Series Windows
NC24,EU North,3375.52,,NC Series Windows
NC24,EU West,4050.7700000000004,,NC Series Windows
NC24,US East,3165.28,,NC Series Windows
NC24r,EU West,2459.3700000000003,,NC Promo Series Windows
NC24r,EU North,2179.78,,NC Promo Series Windows
NC24r,US East 2,2077.58,,NC Promo Series Windows
NC24r,US West,2332.35,,NC Promo Series Windows
NC24r,US West 2,2077.58,,NC Promo Series Windows
NC24r,US East,2077.58,,NC Promo Series Windows
NC24r,AP Southeast,2673.2599999999998,,NC Promo Series Windows
NC24R,US East 2,3482.1,,NC Series Windows
NC24R,US West 2,3482.1,,NC Series Windows
NC24R,EU North,3712.78,,NC Series Windows
NC24R,US East,3482.1,,NC Series Windows
NC24R,EU West,4455.92,,NC Series Windows
NC24R,AP Southeast,4999.77,,NC Series Windows
NC6,AP Southeast,625.61,,NC Promo Series Windows
NC6,US East,490.56,,NC Promo Series Windows
NC6,US East 2,490.56,,NC Promo Series Windows
NC6,EU West,577.4300000000001,,NC Promo Series Windows
NC6,EU North,513.92,,NC Promo Series Windows
NC6,US West,548.23,,NC Promo Series Windows
NC6,US West 2,490.56,,NC Promo Series Windows
NC6,US East 2,791.32,,NC Series Windows
NC6,US West 2,791.32,,NC Series Windows
NC6,AP Southeast,1135.88,,NC Series Windows
NC6,US East,791.32,,NC Series Windows
NC6,EU West,1012.51,,NC Series Windows
NC6,EU North,843.88,,NC Series Windows
ND12s,AP Southeast,5226.07,,NDS Series Windows
ND12s,US West 2,3639.7799999999997,,NDS Series Windows
ND12s,EU West,4657.4,,NDS Series Windows
ND12s,US East,3639.7799999999997,,NDS Series Windows
ND24rs,US West 2,8008.83,,NDS Series Windows
ND24rs,EU West,10248.47,,NDS Series Windows
ND24rs,US East,8008.83,,NDS Series Windows
ND24rs,AP Southeast,11499.69,,NDS Series Windows
ND24s,AP Southeast,10452.14,,NDS Series Windows
ND24s,EU West,9314.07,,NDS Series Windows
ND24s,US West 2,7279.5599999999995,,NDS Series Windows
ND24s,US East,7279.5599999999995,,NDS Series Windows
ND6s,US West 2,1819.8899999999999,,NDS Series Windows
ND6s,US East,1819.8899999999999,,NDS Series Windows
ND6s,EU West,2328.7,,NDS Series Windows
ND6s,AP Southeast,2612.67,,NDS Series Windows
NV12,EU North,2127.95,,NV Series Windows
NV12,US West 2,1359.99,,NV Promo Series Windows
NV12,US East,1401.6,,NV Promo Series Windows
NV12,US West,1489.2,,NV Promo Series Windows
NV12,US East 2,1455.62,,NV Promo Series Windows
NV12,AP Southeast,1795.8,,NV Promo Series Windows
NV12,EU West,1599.4299999999998,,NV Promo Series Windows
NV12,EU North,1462.92,,NV Promo Series Windows
NV12,US East 2,2060.06,,NV Series Windows
NV12,US West 2,1872.45,,NV Series Windows
NV12,EU West,2328.7,,NV Series Windows
NV12,AP Southeast,2722.9,,NV Series Windows
NV12,US East,2102.4,,NV Series Windows
NV24,US East,4205.53,,NV Series Windows
NV24,US West 2,2719.98,,NV Promo Series Windows
NV24,US West,2978.4,,NV Promo Series Windows
NV24,EU West,3198.8599999999997,,NV Promo Series Windows
NV24,US East 2,2911.24,,NV Promo Series Windows
NV24,US East,2803.2,,NV Promo Series Windows
NV24,AP Southeast,3590.87,,NV Promo Series Windows
NV24,EU North,2925.84,,NV Promo Series Windows
NV24,US East 2,4119.389999999999,,NV Series Windows
NV24,US West 2,3744.9,,NV Series Windows
NV24,AP Southeast,5445.8,,NV Series Windows
NV24,EU West,4657.4,,NV Series Windows
NV24,EU North,4255.9,,NV Series Windows
NV6,AP Southeast,1361.45,,NV Series Windows
NV6,EU West,1164.35,,NV Series Windows
NV6,EU North,1064.34,,NV Series Windows
NV6,AP Southeast,897.9,,NV Promo Series Windows
NV6,EU North,731.46,,NV Promo Series Windows
NV6,US West 2,680.36,,NV Promo Series Windows
NV6,EU West,799.35,,NV Promo Series Windows
NV6,US West,744.6,,NV Promo Series Windows
NV6,US East,700.8,,NV Promo Series Windows
NV6,US East 2,727.81,,NV Promo Series Windows
NV6,US East 2,1030.03,,NV Series Windows
NV6,US West 2,936.5899999999999,,NV Series Windows
NV6,US East,1051.2,,NV Series Windows
PB12s,US West 2,1614.7600000000002,,PB Series Windows
PB12s,EU West,2099.48,,PB Series Windows
PB12s,AP Southeast,2099.48,,PB Series Windows
PB12s,US East,1614.7600000000002,,PB Series Windows
PB24s,AP Southeast,4198.2300000000005,,PB Series Windows
PB24s,US East,3229.5200000000004,,PB Series Windows
PB24s,EU West,4198.2300000000005,,PB Series Windows
PB24s,US West 2,3229.5200000000004,,PB Series Windows
PB6s,AP Southeast,1049.74,,PB Series Windows
PB6s,US West 2,807.3800000000001,,PB Series Windows
PB6s,US East,807.3800000000001,,PB Series Windows
PB6s,EU West,1049.74,,PB Series Windows
A1 v2,US West 2,39.42,v2,Av2 Series Windows
A1 v2,US West,47.45,v2,Av2 Series Windows
A1 v2,AP Southeast,49.64,v2,Av2 Series Windows
A1 v2,EU North,45.26,v2,Av2 Series Windows
A1 v2,US East 2,47.45,v2,Av2 Series Windows
A1 v2,EU West,45.26,v2,Av2 Series Windows
A1 v2,US East,47.45,v2,Av2 Series Windows
A1 v2,AP East,55.48,v2,Av2 Series Windows
A2 v2,AP East,116.07000000000001,v2,Av2 Series Windows
A2 v2,EU North,94.9,v2,Av2 Series Windows
A2 v2,US West,99.28,v2,Av2 Series Windows
A2 v2,US East,99.28,v2,Av2 Series Windows
A2 v2,US West 2,82.49000000000001,v2,Av2 Series Windows
A2 v2,AP Southeast,103.66,v2,Av2 Series Windows
A2 v2,US East 2,99.28,v2,Av2 Series Windows
A2 v2,EU West,94.9,v2,Av2 Series Windows
A2m v2,AP Southeast,148.19,v2,Av2 Series Windows
A2m v2,US East 2,131.4,v2,Av2 Series Windows
A2m v2,EU West,137.24,v2,Av2 Series Windows
A2m v2,EU North,153.29999999999998,v2,Av2 Series Windows
A2m v2,US East,131.4,v2,Av2 Series Windows
A2m v2,US West 2,109.5,v2,Av2 Series Windows
A2m v2,US West,164.25,v2,Av2 Series Windows
A2m v2,AP East,197.10000000000002,v2,Av2 Series Windows
A4 v2,AP East,243.09,v2,Av2 Series Windows
A4 v2,EU West,200.02,v2,Av2 Series Windows
A4 v2,AP Southeast,217.54,v2,Av2 Series Windows
A4 v2,EU North,200.02,v2,Av2 Series Windows
A4 v2,US East 2,208.77999999999997,v2,Av2 Series Windows
A4 v2,US East,208.77999999999997,v2,Av2 Series Windows
A4 v2,US West 2,173.73999999999998,v2,Av2 Series Windows
A4 v2,US West,208.77999999999997,v2,Av2 Series Windows
A4m v2,US West,328.5,v2,Av2 Series Windows
A4m v2,EU North,321.93,v2,Av2 Series Windows
A4m v2,US East 2,275.94,v2,Av2 Series Windows
A4m v2,US East,262.8,v2,Av2 Series Windows
A4m v2,AP East,413.90999999999997,v2,Av2 Series Windows
A4m v2,AP Southeast,310.25,v2,Av2 Series Windows
A4m v2,US West 2,229.95,v2,Av2 Series Windows
A4m v2,EU West,287.62,v2,Av2 Series Windows
A8 v2,EU West,419.74999999999994,v2,Av2 Series Windows
A8 v2,AP Southeast,456.25,v2,Av2 Series Windows
A8 v2,US East,438,v2,Av2 Series Windows
A8 v2,AP East,510.99999999999994,v2,Av2 Series Windows
A8 v2,US West,438,v2,Av2 Series Windows
A8 v2,EU North,419.74999999999994,v2,Av2 Series Windows
A8 v2,US West 2,365,v2,Av2 Series Windows
A8 v2,US East 2,438,v2,Av2 Series Windows
A8m v2,US East 2,579.62,v2,Av2 Series Windows
A8m v2,AP East,869.4300000000001,v2,Av2 Series Windows
A8m v2,EU North,675.98,v2,Av2 Series Windows
A8m v2,EU West,603.7099999999999,v2,Av2 Series Windows
A8m v2,US West 2,483.26000000000005,v2,Av2 Series Windows
A8m v2,AP Southeast,651.89,v2,Av2 Series Windows
A8m v2,US West,657,v2,Av2 Series Windows
A8m v2,US East,525.6,v2,Av2 Series Windows
D1 v2,US West,91.98,v2,Dv2/DSv2 Series Windows
D1 v2,AP Southeast,105.85,v2,Dv2/DSv2 Series Windows
D1 v2,US East,91.98,v2,Dv2/DSv2 Series Windows
D1 v2,EU North,84.68,v2,Dv2/DSv2 Series Windows
D1 v2,US East 2,85.41000000000001,v2,Dv2/DSv2 Series Windows
D1 v2,EU West,97.09,v2,Dv2/DSv2 Series Windows
D1 v2,US West 2,85.41000000000001,v2,Dv2/DSv2 Series Windows
D1 v2,AP East,121.91000000000001,v2,Dv2/DSv2 Series Windows
D11 v2,EU North,177.39,v2,Dv2/DSv2 Series Windows
D11 v2,US East,192.72,v2,Dv2/DSv2 Series Windows
D11 v2,US East 2,177.39,v2,Dv2/DSv2 Series Windows
D11 v2,EU West,203.67000000000002,v2,Dv2/DSv2 Series Windows
D11 v2,AP Southeast,215.35,v2,Dv2/DSv2 Series Windows
D11 v2,AP East,256.96,v2,Dv2/DSv2 Series Windows
D11 v2,US West,192.72,v2,Dv2/DSv2 Series Windows
D11 v2,US West 2,177.39,v2,Dv2/DSv2 Series Windows
D12 v2,US East,385.44,v2,Dv2/DSv2 Series Windows
D12 v2,AP Southeast,431.42999999999995,v2,Dv2/DSv2 Series Windows
D12 v2,AP East,513.92,v2,Dv2/DSv2 Series Windows
D12 v2,EU West,406.61,v2,Dv2/DSv2 Series Windows
D12 v2,US West,385.44,v2,Dv2/DSv2 Series Windows
D12 v2,US West 2,354.78,v2,Dv2/DSv2 Series Windows
D12 v2,US East 2,354.78,v2,Dv2/DSv2 Series Windows
D12 v2,EU North,354.78,v2,Dv2/DSv2 Series Windows
D13 v2,US East 2,709.56,v2,Dv2/DSv2 Series Windows
D13 v2,EU West,813.22,v2,Dv2/DSv2 Series Windows
D13 v2,US East,770.88,v2,Dv2/DSv2 Series Windows
D13 v2,US West,770.88,v2,Dv2/DSv2 Series Windows
D13 v2,US West 2,709.56,v2,Dv2/DSv2 Series Windows
D13 v2,AP Southeast,862.8599999999999,v2,Dv2/DSv2 Series Windows
D13 v2,EU North,709.56,v2,Dv2/DSv2 Series Windows
D13 v2,AP East,1027.1100000000001,v2,Dv2/DSv2 Series Windows
D14 v2,EU West,1626.44,v2,Dv2/DSv2 Series Windows
D14 v2,AP Southeast,1724.99,v2,Dv2/DSv2 Series Windows
D14 v2,US West 2,1419.12,v2,Dv2/DSv2 Series Windows
D14 v2,US East 2,1419.12,v2,Dv2/DSv2 Series Windows
D14 v2,EU North,1419.12,v2,Dv2/DSv2 Series Windows
D14 v2,US West,1541.0300000000002,v2,Dv2/DSv2 Series Windows
D14 v2,US East,1541.0300000000002,v2,Dv2/DSv2 Series Windows
D14 v2,AP East,2054.2200000000003,v2,Dv2/DSv2 Series Windows
D15 v2,AP Southeast,2156.42,v2,Dv2/DSv2 Series Windows
D15 v2,EU West,2033.0500000000002,v2,Dv2/DSv2 Series Windows
D15 v2,US West 2,1773.9,v2,Dv2/DSv2 Series Windows
D15 v2,AP East,2568.14,v2,Dv2/DSv2 Series Windows
D15 v2,US East,1926.4699999999998,v2,Dv2/DSv2 Series Windows
D15 v2,US West,1926.4699999999998,v2,Dv2/DSv2 Series Windows
D15 v2,EU North,1773.9,v2,Dv2/DSv2 Series Windows
D15 v2,US East 2,1773.9,v2,Dv2/DSv2 Series Windows
D15i v2,AP East,2568.14,v2,Dv2/DSv2 Series Windows
D15i v2,US East,1926.4699999999998,v2,Dv2/DSv2 Series Windows
D15i v2,US West 2,1773.9,v2,Dv2/DSv2 Series Windows
D15i v2,EU West,2033.0500000000002,v2,Dv2/DSv2 Series Windows
D15i v2,US West,1926.4699999999998,v2,Dv2/DSv2 Series Windows
D15i v2,AP Southeast,2156.42,v2,Dv2/DSv2 Series Windows
D15i v2,EU North,1773.9,v2,Dv2/DSv2 Series Windows
D15i v2,US East 2,1773.9,v2,Dv2/DSv2 Series Windows
D2 v2,EU West,194.18,v2,Dv2/DSv2 Series Windows
D2 v2,US East 2,170.82000000000002,v2,Dv2/DSv2 Series Windows
D2 v2,EU North,169.36,v2,Dv2/DSv2 Series Windows
D2 v2,AP East,243.09,v2,Dv2/DSv2 Series Windows
D2 v2,US East,183.96,v2,Dv2/DSv2 Series Windows
D2 v2,US West,183.96,v2,Dv2/DSv2 Series Windows
D2 v2,AP Southeast,211.7,v2,Dv2/DSv2 Series Windows
D2 v2,US West 2,170.82000000000002,v2,Dv2/DSv2 Series Windows
D3 v2,US East,367.92,v2,Dv2/DSv2 Series Windows
D3 v2,EU North,339.45000000000005,v2,Dv2/DSv2 Series Windows
D3 v2,EU West,389.09000000000003,v2,Dv2/DSv2 Series Windows
D3 v2,US West 2,341.64000000000004,v2,Dv2/DSv2 Series Windows
D3 v2,US West,367.92,v2,Dv2/DSv2 Series Windows
D3 v2,AP Southeast,423.4,v2,Dv2/DSv2 Series Windows
D3 v2,US East 2,341.64000000000004,v2,Dv2/DSv2 Series Windows
D3 v2,AP East,486.91,v2,Dv2/DSv2 Series Windows
D4 v2,US West,735.84,v2,Dv2/DSv2 Series Windows
D4 v2,AP East,973.0899999999999,v2,Dv2/DSv2 Series Windows
D4 v2,US East,735.84,v2,Dv2/DSv2 Series Windows
D4 v2,AP Southeast,846.07,v2,Dv2/DSv2 Series Windows
D4 v2,US West 2,683.2800000000001,v2,Dv2/DSv2 Series Windows
D4 v2,US East 2,683.2800000000001,v2,Dv2/DSv2 Series Windows
D4 v2,EU North,678.1700000000001,v2,Dv2/DSv2 Series Windows
D4 v2,EU West,778.1800000000001,v2,Dv2/DSv2 Series Windows
D5 v2,AP East,1946.1799999999998,v2,Dv2/DSv2 Series Windows
D5 v2,US East,1471.68,v2,Dv2/DSv2 Series Windows
D5 v2,US East 2,1366.5600000000002,v2,Dv2/DSv2 Series Windows
D5 v2,US West,1471.68,v2,Dv2/DSv2 Series Windows
D5 v2,AP Southeast,1692.14,v2,Dv2/DSv2 Series Windows
D5 v2,EU West,1555.6299999999999,v2,Dv2/DSv2 Series Windows
D5 v2,EU North,1356.3400000000001,v2,Dv2/DSv2 Series Windows
D5 v2,US West 2,1366.5600000000002,v2,Dv2/DSv2 Series Windows
DS1 v2,US West,91.98,v2,Dv2/DSv2 Series Windows
DS1 v2,AP Southeast,105.85,v2,Dv2/DSv2 Series Windows
DS1 v2,US East,91.98,v2,Dv2/DSv2 Series Windows
DS1 v2,EU North,84.68,v2,Dv2/DSv2 Series Windows
DS1 v2,US East 2,85.41000000000001,v2,Dv2/DSv2 Series Windows
DS1 v2,EU West,97.09,v2,Dv2/DSv2 Series Windows
DS1 v2,US West 2,85.41000000000001,v2,Dv2/DSv2 Series Windows
DS1 v2,AP East,121.91000000000001,v2,Dv2/DSv2 Series Windows
DS11 v2,EU North,177.39,v2,Dv2/DSv2 Series Windows
DS11 v2,US East,192.72,v2,Dv2/DSv2 Series Windows
DS11 v2,US East 2,177.39,v2,Dv2/DSv2 Series Windows
DS11 v2,EU West,203.67000000000002,v2,Dv2/DSv2 Series Windows
DS11 v2,AP Southeast,215.35,v2,Dv2/DSv2 Series Windows
DS11 v2,AP East,256.96,v2,Dv2/DSv2 Series Windows
DS11 v2,US West,192.72,v2,Dv2/DSv2 Series Windows
DS11 v2,US West 2,177.39,v2,Dv2/DSv2 Series Windows
DS12 v2,US East,385.44,v2,Dv2/DSv2 Series Windows
DS12 v2,AP Southeast,431.42999999999995,v2,Dv2/DSv2 Series Windows
DS12 v2,AP East,513.92,v2,Dv2/DSv2 Series Windows
DS12 v2,EU West,406.61,v2,Dv2/DSv2 Series Windows
DS12 v2,US West,385.44,v2,Dv2/DSv2 Series Windows
DS12 v2,US West 2,354.78,v2,Dv2/DSv2 Series Windows
DS12 v2,US East 2,354.78,v2,Dv2/DSv2 Series Windows
DS12 v2,EU North,354.78,v2,Dv2/DSv2 Series Windows
DS13 v2,US East 2,709.56,v2,Dv2/DSv2 Series Windows
DS13 v2,EU West,813.22,v2,Dv2/DSv2 Series Windows
DS13 v2,US East,770.88,v2,Dv2/DSv2 Series Windows
DS13 v2,US West,770.88,v2,Dv2/DSv2 Series Windows
DS13 v2,US West 2,709.56,v2,Dv2/DSv2 Series Windows
DS13 v2,AP Southeast,862.8599999999999,v2,Dv2/DSv2 Series Windows
DS13 v2,EU North,709.56,v2,Dv2/DSv2 Series Windows
DS13 v2,AP East,1027.1100000000001,v2,Dv2/DSv2 Series Windows
DS14 v2,EU West,1626.44,v2,Dv2/DSv2 Series Windows
DS14 v2,AP Southeast,1724.99,v2,Dv2/DSv2 Series Windows
DS14 v2,US West 2,1419.12,v2,Dv2/DSv2 Series Windows
DS14 v2,US East 2,1419.12,v2,Dv2/DSv2 Series Windows
DS14 v2,EU North,1419.12,v2,Dv2/DSv2 Series Windows
DS14 v2,US West,1541.0300000000002,v2,Dv2/DSv2 Series Windows
DS14 v2,US East,1541.0300000000002,v2,Dv2/DSv2 Series Windows
DS14 v2,AP East,2054.2200000000003,v2,Dv2/DSv2 Series Windows
DS15 v2,AP Southeast,2156.42,v2,Dv2/DSv2 Series Windows
DS15 v2,EU West,2033.0500000000002,v2,Dv2/DSv2 Series Windows
DS15 v2,US West 2,1773.9,v2,Dv2/DSv2 Series Windows
DS15 v2,AP East,2568.14,v2,Dv2/DSv2 Series Windows
DS15 v2,US East,1926.4699999999998,v2,Dv2/DSv2 Series Windows
DS15 v2,US West,1926.4699999999998,v2,Dv2/DSv2 Series Windows
DS15 v2,EU North,1773.9,v2,Dv2/DSv2 Series Windows
DS15 v2,US East 2,1773.9,v2,Dv2/DSv2 Series Windows
DS15i v2,AP East,2568.14,v2,Dv2/DSv2 Series Windows
DS15i v2,US East,1926.4699999999998,v2,Dv2/DSv2 Series Windows
DS15i v2,US West 2,1773.9,v2,Dv2/DSv2 Series Windows
DS15i v2,EU West,2033.0500000000002,v2,Dv2/DSv2 Series Windows
DS15i v2,US West,1926.4699999999998,v2,Dv2/DSv2 Series Windows
DS15i v2,AP Southeast,2156.42,v2,Dv2/DSv2 Series Windows
DS15i v2,EU North,1773.9,v2,Dv2/DSv2 Series Windows
DS15i v2,US East 2,1773.9,v2,Dv2/DSv2 Series Windows
DS2 v2,EU West,194.18,v2,Dv2/DSv2 Series Windows
DS2 v2,US East 2,170.82000000000002,v2,Dv2/DSv2 Series Windows
DS2 v2,EU North,169.36,v2,Dv2/DSv2 Series Windows
DS2 v2,AP East,243.09,v2,Dv2/DSv2 Series Windows
DS2 v2,US East,183.96,v2,Dv2/DSv2 Series Windows
DS2 v2,US West,183.96,v2,Dv2/DSv2 Series Windows
DS2 v2,AP Southeast,211.7,v2,Dv2/DSv2 Series Windows
DS2 v2,US West 2,170.82000000000002,v2,Dv2/DSv2 Series Windows
DS3 v2,US East,367.92,v2,Dv2/DSv2 Series Windows
DS3 v2,EU North,339.45000000000005,v2,Dv2/DSv2 Series Windows
DS3 v2,EU West,389.09000000000003,v2,Dv2/DSv2 Series Windows
DS3 v2,US West 2,341.64000000000004,v2,Dv2/DSv2 Series Windows
DS3 v2,US West,367.92,v2,Dv2/DSv2 Series Windows
DS3 v2,AP Southeast,423.4,v2,Dv2/DSv2 Series Windows
DS3 v2,US East 2,341.64000000000004,v2,Dv2/DSv2 Series Windows
DS3 v2,AP East,486.91,v2,Dv2/DSv2 Series Windows
DS4 v2,US West,735.84,v2,Dv2/DSv2 Series Windows
DS4 v2,AP East,973.0899999999999,v2,Dv2/DSv2 Series Windows
DS4 v2,US East,735.84,v2,Dv2/DSv2 Series Windows
DS4 v2,AP Southeast,846.07,v2,Dv2/DSv2 Series Windows
DS4 v2,US West 2,683.2800000000001,v2,Dv2/DSv2 Series Windows
DS4 v2,US East 2,683.2800000000001,v2,Dv2/DSv2 Series Windows
DS4 v2,EU North,678.1700000000001,v2,Dv2/DSv2 Series Windows
DS4 v2,EU West,778.1800000000001,v2,Dv2/DSv2 Series Windows
DS5 v2,AP East,1946.1799999999998,v2,Dv2/DSv2 Series Windows
DS5 v2,US East,1471.68,v2,Dv2/DSv2 Series Windows
DS5 v2,US East 2,1366.5600000000002,v2,Dv2/DSv2 Series Windows
DS5 v2,US West,1471.68,v2,Dv2/DSv2 Series Windows
DS5 v2,AP Southeast,1692.14,v2,Dv2/DSv2 Series Windows
DS5 v2,EU West,1555.6299999999999,v2,Dv2/DSv2 Series Windows
DS5 v2,EU North,1356.3400000000001,v2,Dv2/DSv2 Series Windows
DS5 v2,US West 2,1366.5600000000002,v2,Dv2/DSv2 Series Windows
F16s v2,US West 2,950.46,v2,FSv2 Series Windows
F16s v2,AP East,1168,v2,FSv2 Series Windows
F16s v2,US West,1156.3200000000002,v2,FSv2 Series Windows
F16s v2,US East 2,950.46,v2,FSv2 Series Windows
F16s v2,EU North,1097.92,v2,FSv2 Series Windows
F16s v2,AP Southeast,1030.03,v2,FSv2 Series Windows
F16s v2,EU West,1081.13,v2,FSv2 Series Windows
F16s v2,US East,950.46,v2,FSv2 Series Windows
F2s v2,US West 2,118.99000000000001,v2,FSv2 Series Windows
F2s v2,AP East,146,v2,FSv2 Series Windows
F2s v2,US West,144.54000000000002,v2,FSv2 Series Windows
F2s v2,US East 2,118.99000000000001,v2,FSv2 Series Windows
F2s v2,EU North,137.24,v2,FSv2 Series Windows
F2s v2,EU West,135.05,v2,FSv2 Series Windows
F2s v2,AP Southeast,128.48,v2,FSv2 Series Windows
F2s v2,US East,118.99000000000001,v2,FSv2 Series Windows
F32s v2,US West 2,1900.92,v2,FSv2 Series Windows
F32s v2,AP East,2336,v2,FSv2 Series Windows
F32s v2,US West,2312.6400000000003,v2,FSv2 Series Windows
F32s v2,US East 2,1900.92,v2,FSv2 Series Windows
F32s v2,EU North,2195.84,v2,FSv2 Series Windows
F32s v2,AP Southeast,2060.06,v2,FSv2 Series Windows
F32s v2,US East,1900.92,v2,FSv2 Series Windows
F32s v2,EU West,2161.5299999999997,v2,FSv2 Series Windows
F48s v2,US West 2,3095.2000000000003,v2,FSv2 Series Windows
F48s v2,AP East,3504,v2,FSv2 Series Windows
F48s v2,EU West,3312.0099999999998,v2,FSv2 Series Windows
F48s v2,EU North,3293.7599999999998,v2,FSv2 Series Windows
F48s v2,AP Southeast,3328.7999999999997,v2,FSv2 Series Windows
F48s v2,US East 2,3095.2000000000003,v2,FSv2 Series Windows
F48s v2,US West,3470.4199999999996,v2,FSv2 Series Windows
F48s v2,US East,3095.2000000000003,v2,FSv2 Series Windows
F4s v2,US West 2,237.98000000000002,v2,FSv2 Series Windows
F4s v2,AP East,292,v2,FSv2 Series Windows
F4s v2,US West,289.08000000000004,v2,FSv2 Series Windows
F4s v2,US East 2,237.98000000000002,v2,FSv2 Series Windows
F4s v2,EU North,274.48,v2,FSv2 Series Windows
F4s v2,US East,237.98000000000002,v2,FSv2 Series Windows
F4s v2,AP Southeast,257.69,v2,FSv2 Series Windows
F4s v2,EU West,270.1,v2,FSv2 Series Windows
F64s v2,US West 2,3802.5699999999997,v2,FSv2 Series Windows
F64s v2,AP East,4672,v2,FSv2 Series Windows
F64s v2,US West,4625.280000000001,v2,FSv2 Series Windows
F64s v2,US East 2,3802.5699999999997,v2,FSv2 Series Windows
F64s v2,EU North,4391.68,v2,FSv2 Series Windows
F64s v2,EU West,4323.0599999999995,v2,FSv2 Series Windows
F64s v2,AP Southeast,4120.12,v2,FSv2 Series Windows
F64s v2,US East,3802.5699999999997,v2,FSv2 Series Windows
F72s v2,US West 2,4277.8,v2,FSv2 Series Windows
F72s v2,AP East,5256,v2,FSv2 Series Windows
F72s v2,US West,5203.4400000000005,v2,FSv2 Series Windows
F72s v2,US East 2,4277.8,v2,FSv2 Series Windows
F72s v2,EU North,4940.639999999999,v2,FSv2 Series Windows
F72s v2,EU West,4863.26,v2,FSv2 Series Windows
F72s v2,AP Southeast,4635.5,v2,FSv2 Series Windows
F72s v2,US East,4277.8,v2,FSv2 Series Windows
F8s v2,US West 2,475.23,v2,FSv2 Series Windows
F8s v2,AP East,584,v2,FSv2 Series Windows
F8s v2,US West,578.1600000000001,v2,FSv2 Series Windows
F8s v2,US East 2,475.23,v2,FSv2 Series Windows
F8s v2,EU North,548.96,v2,FSv2 Series Windows
F8s v2,US East,475.23,v2,FSv2 Series Windows
F8s v2,AP Southeast,515.38,v2,FSv2 Series Windows
F8s v2,EU West,540.2,v2,FSv2 Series Windows
HB120rs v2,EU West,7445.999999999999,v2,HBSv2 Series Windows
L16s v2,US West,1541.76,v2,LSv2 Series Windows
L16s v2,US East 2,1448.32,v2,LSv2 Series Windows
L16s v2,US West 2,1448.32,v2,LSv2 Series Windows
L16s v2,AP Southeast,1629.3600000000001,v2,LSv2 Series Windows
L16s v2,EU West,1623.5200000000002,v2,LSv2 Series Windows
L16s v2,US East,1448.32,v2,LSv2 Series Windows
L16s v2,EU North,1541.76,v2,LSv2 Series Windows
L32s v2,US West,3083.52,v2,LSv2 Series Windows
L32s v2,EU North,3083.52,v2,LSv2 Series Windows
L48s v2,US West,4625.280000000001,v2,LSv2 Series Windows
L48s v2,US East 2,4344.96,v2,LSv2 Series Windows
L48s v2,US West 2,4344.96,v2,LSv2 Series Windows
L48s v2,EU West,4870.5599999999995,v2,LSv2 Series Windows
L48s v2,US East,4344.96,v2,LSv2 Series Windows
L48s v2,AP Southeast,4888.08,v2,LSv2 Series Windows
L64s v2,US West,6167.04,v2,LSv2 Series Windows
L64s v2,EU North,6167.04,v2,LSv2 Series Windows
L80s v2,US West,7708.8,v2,LSv2 Series Windows
L80s v2,EU North,7708.8,v2,LSv2 Series Windows
L80s v2,US West 2,7241.6,v2,LSv2 Series Windows
L80s v2,US East 2,7241.6,v2,LSv2 Series Windows
L80s v2,US East,7241.6,v2,LSv2 Series Windows
L80s v2,AP Southeast,8146.8,v2,LSv2 Series Windows
L80s v2,EU West,8117.599999999999,v2,LSv2 Series Windows
L8s v2,US West,770.88,v2,LSv2 Series Windows
L8s v2,US East 2,724.16,v2,LSv2 Series Windows
L8s v2,US East,724.16,v2,LSv2 Series Windows
L8s v2,AP Southeast,814.6800000000001,v2,LSv2 Series Windows
L8s v2,US West 2,724.16,v2,LSv2 Series Windows
L8s v2,EU West,811.7600000000001,v2,LSv2 Series Windows
L8s v2,EU North,770.88,v2,LSv2 Series Windows
L96s v2,US West,9250.560000000001,v2,LSv2 Series Windows
M208ms v2,AP Southeast,49329.02,v2,MSv2 Series Windows
M208ms v2,US East 2,39557.240000000005,v2,MSv2 Series Windows
M208ms v2,EU North,46071.76,v2,MSv2 Series Windows
M208ms v2,US West 2,39557.240000000005,v2,MSv2 Series Windows
M208ms v2,EU West,49329.02,v2,MSv2 Series Windows
M208ms v2,US East,39557.240000000005,v2,MSv2 Series Windows
M208s v2,AP Southeast,28156.829999999998,v2,MSv2 Series Windows
M208s v2,US East,23270.94,v2,MSv2 Series Windows
M208s v2,US East 2,23270.94,v2,MSv2 Series Windows
M208s v2,EU West,28156.829999999998,v2,MSv2 Series Windows
