SKU,SubCategory,AP East,AP Southeast,EU North,EU West,US East,US East 2,US West,US West 2
Hot Data Returned for Quick Query,Azure Data Lake Storage Gen2 Flat Namespace,,0.3285,0.2555,0.29200000000000004,0.2555,0.30660000000000004,0.29200000000000004,0.2555
Hot Data Returned for Quick Query,Azure Data Lake Storage Gen2 Hierarchical Namespace,,0.3285,0.2555,0.29200000000000004,0.2555,0.30660000000000004,0.29200000000000004,0.2555
Hot Data Scanned for Quick Query,Azure Data Lake Storage Gen2 Flat Namespace,,0.9125,0.73,0.8249,0.73,0.8759999999999999,0.8249,0.73
Hot Data Scanned for Quick Query,Azure Data Lake Storage Gen2 Hierarchical Namespace,,0.9125,0.73,0.8249,0.73,0.8759999999999999,0.8249,0.73
Hot GRS Data Stored,General Block Blob v2 Hierarchical Namespace,35.04,29.2,27.009999999999998,28.47,33.58,27.009999999999998,33.58,27.009999999999998
Hot GRS Data Stored,Files v2,52.559999999999995,,,,,,,
Hot GRS Data Stored,Azure Data Lake Storage Gen2 Flat Namespace,35.04,29.2,26.864,28.616,33.434,26.864,33.434,26.864
Hot GRS Data Stored,Azure Data Lake Storage Gen2 Hierarchical Namespace,35.04,29.2,26.864,28.616,33.434,26.864,33.434,26.864
Hot GRS Data Stored,Tiered Block Blob,35.04,29.2,26.864,28.616,33.434,26.864,33.434,26.864
Hot GRS Index,General Block Blob v2 Hierarchical Namespace,50.370000000000005,41.61,38.69,40.88,48.18,38.69,48.18,38.69
Hot GRS Index,Azure Data Lake Storage Gen2 Hierarchical Namespace,50.077999999999996,41.756,38.398,40.88,47.815000000000005,38.398,47.815000000000005,38.398
Hot GRS Iterative Read Operations,General Block Blob v2 Hierarchical Namespace,94.9,94.9,94.9,102.2,94.9,94.9,104.38999999999999,94.9
Hot GRS Iterative Read Operations,Azure Data Lake Storage Gen2 Hierarchical Namespace,94.9,94.9,94.9,102.2,94.9,94.9,104.38999999999999,94.9
Hot GRS Iterative Read Operations,Azure Data Lake Storage Gen2 Flat Namespace,73,73,73,78.84,73,73,80.3,73
Hot GRS Iterative Write Operations,General Block Blob v2 Hierarchical Namespace,94.9,94.9,94.9,102.2,94.9,94.9,104.38999999999999,94.9
Hot GRS Iterative Write Operations,Azure Data Lake Storage Gen2 Flat Namespace,73,73,73,78.84,73,73,80.3,73
Hot GRS Iterative Write Operations,Azure Data Lake Storage Gen2 Hierarchical Namespace,94.9,94.9,94.9,102.2,94.9,94.9,104.38999999999999,94.9
Hot GRS List Operations,Files v2,94.9,,,,,,,
Hot GRS Write Additional IO,Azure Data Lake Storage Gen2 Hierarchical Namespace,9.49,9.49,9.49,10.2565,9.49,9.49,10.439,9.49
Hot GRS Write Additional IO,Azure Data Lake Storage Gen2 Flat Namespace,7.3,7.3,7.3,7.884,7.3,7.3,8.03,7.3
Hot GRS Write Operations,General Block Blob v2 Hierarchical Namespace,94.9,94.9,94.9,102.2,94.9,94.9,104.38999999999999,94.9
Hot GRS Write Operations,Files v2,94.9,,,,,,,
Hot GRS Write Operations,Azure Data Lake Storage Gen2 Flat Namespace,73,73,73,78.84,73,73,80.3,73
Hot GRS Write Operations,Azure Data Lake Storage Gen2 Hierarchical Namespace,94.9,94.9,94.9,102.2,94.9,94.9,104.38999999999999,94.9
Hot GRS Write Operations,Tiered Block Blob,73,73,73,78.84,73,73,80.3,73
Hot GZRS Data Stored,General Block Blob v2 Hierarchical Namespace,,36.5,30.66,32.12,33.58,30.66,,30.66
Hot GZRS Data Stored,General Block Blob v2,,18.25,15.33,16.06,16.79,15.184,,15.184
Hot GZRS Data Stored,Azure Data Lake Storage Gen2 Hierarchical Namespace,,18.25,15.33,16.06,16.79,15.184,,15.184
Hot GZRS Data Stored,Azure Data Lake Storage Gen2 Flat Namespace,,18.25,15.33,16.06,16.79,15.184,,15.184
Hot GZRS Iterative Read Operations,General Block Blob v2 Hierarchical Namespace,,214.61999999999998,221.92,223.38,223.38,214.61999999999998,,214.61999999999998
Hot GZRS Iterative Read Operations,Azure Data Lake Storage Gen2 Hierarchical Namespace,,107.30999999999999,110.96,111.69,111.69,107.30999999999999,,107.30999999999999
Hot GZRS Iterative Read Operations,Azure Data Lake Storage Gen2 Flat Namespace,,82.49000000000001,85.41000000000001,86.14,86.14,82.49000000000001,,82.49000000000001
Hot GZRS Iterative Write Operations,General Block Blob v2 Hierarchical Namespace,,214.61999999999998,221.92,223.38,223.38,214.61999999999998,,214.61999999999998
Hot GZRS Iterative Write Operations,Azure Data Lake Storage Gen2 Hierarchical Namespace,,107.30999999999999,110.96,111.69,111.69,107.30999999999999,,107.30999999999999
Hot GZRS Write Operations,General Block Blob v2 Hierarchical Namespace,,214.61999999999998,221.92,223.38,223.38,214.61999999999998,,214.61999999999998
Hot GZRS Write Operations,Azure Data Lake Storage Gen2 Hierarchical Namespace,,107.30999999999999,110.96,111.69,111.69,107.30999999999999,,107.30999999999999
Hot GZRS Write Operations,Azure Data Lake Storage Gen2 Flat Namespace,,82.49000000000001,85.41000000000001,86.14,86.14,82.49000000000001,,82.49000000000001
Hot GZRS Write Operations,General Block Blob v2,,82.49000000000001,85.41000000000001,86.14,86.14,82.49000000000001,,82.49000000000001
Hot Iterative Read Operations,General Block Blob v2 Hierarchical Namespace,47.45,47.45,47.45,51.1,47.45,47.45,52.559999999999995,47.45
Hot Iterative Read Operations,Azure Data Lake Storage Gen2 Hierarchical Namespace,47.45,47.45,47.45,51.246,47.45,47.45,52.19499999999999,47.45
Hot Iterative Read Operations,Azure Data Lake Storage Gen2 Flat Namespace,36.5,36.5,36.5,39.42,36.5,36.5,40.15,36.5
Hot Iterative Write Operations,General Block Blob v2 Hierarchical Namespace,47.45,47.45,47.45,51.1,47.45,47.45,52.559999999999995,47.45
Hot Iterative Write Operations,Azure Data Lake Storage Gen2 Flat Namespace,36.5,36.5,36.5,39.42,36.5,36.5,40.15,36.5
Hot Iterative Write Operations,Azure Data Lake Storage Gen2 Hierarchical Namespace,47.45,47.45,47.45,51.246,47.45,47.45,52.19499999999999,47.45
Hot LRS Data Stored,General Block Blob v2 Hierarchical Namespace,17.52,14.6,16.06,14.6,15.33,13.139999999999999,15.33,13.139999999999999
Hot LRS Data Stored,Files v2,26.279999999999998,,,,,,,
Hot LRS Data Stored,Azure Data Lake Storage Gen2 Flat Namespace,17.52,14.6,16.06,14.308,15.184,13.432,15.184,13.432
Hot LRS Data Stored,Azure Data Lake Storage Gen2 Hierarchical Namespace,17.52,14.6,16.06,14.308,15.184,13.432,15.184,13.432
Hot LRS Data Stored,Tiered Block Blob,17.52,14.6,16.06,14.308,15.184,13.432,15.184,13.432
Hot LRS Index,General Block Blob v2 Hierarchical Namespace,24.82,21.17,22.63,20.44,21.9,18.98,21.9,18.98
Hot LRS Index,Azure Data Lake Storage Gen2 Hierarchical Namespace,25.038999999999998,20.878,22.921999999999997,20.44,21.681,19.199,21.681,19.199
Hot LRS List Operations,Files v2,47.45,,,,,,,
Hot LRS Write Operations,Files v2,47.45,,,,,,,
Hot LRS Write Operations,Tiered Block Blob,36.5,36.5,36.5,39.42,36.5,36.5,40.15,36.5
Hot Other Operations,General Block Blob v2 Hierarchical Namespace,3.65,3.65,3.65,4.38,3.65,3.65,4.38,3.65
Hot Other Operations,Files v2,3.796,,,,,,,
Hot Other Operations,Azure Data Lake Storage Gen2 Flat Namespace,2.92,2.92,2.92,3.139,2.92,2.92,3.212,2.92
Hot Other Operations,Azure Data Lake Storage Gen2 Hierarchical Namespace,3.796,3.796,3.796,4.0807,3.796,3.796,4.1756,3.796
Hot RA-GRS Data Stored,General Block Blob v2 Hierarchical Namespace,43.8,36.5,33.58,35.77,43.07,33.58,35.04,33.58
Hot RA-GRS Data Stored,Azure Data Lake Storage Gen2 Hierarchical Namespace,43.8,36.5,33.58,35.77,42.997,33.58,34.894,33.58
Hot RA-GRS Data Stored,Azure Data Lake Storage Gen2 Flat Namespace,43.8,36.5,33.58,35.77,42.997,33.58,34.894,33.58
Hot RA-GRS Data Stored,Tiered Block Blob,43.8,36.5,33.58,35.77,42.997,33.58,34.894,33.58
Hot RA-GRS Index,General Block Blob v2 Hierarchical Namespace,62.779999999999994,52.559999999999995,48.18,51.1,61.32,48.18,49.64,48.18
Hot RA-GRS Index,Azure Data Lake Storage Gen2 Hierarchical Namespace,62.634,52.19499999999999,48.034,51.1,61.466,48.034,49.859,48.034
Hot RA-GZRS Data Stored,General Block Blob v2 Hierarchical Namespace,,45.26,39.42,42.34,42.34,37.96,,37.96
Hot RA-GZRS Data Stored,Azure Data Lake Storage Gen2 Flat Namespace,,22.63,19.71,21.17,21.17,18.907,,18.907
Hot RA-GZRS Data Stored,Azure Data Lake Storage Gen2 Hierarchical Namespace,,22.63,19.71,21.17,21.17,18.907,,18.907
Hot RA-GZRS Data Stored,General Block Blob v2,,22.63,19.71,21.17,21.17,18.907,,18.907
Hot Read Additional IO,Azure Data Lake Storage Gen2 Hierarchical Namespace,0.7665,0.7665,0.7665,0.803,0.7665,0.7665,0.8395,0.7665
Hot Read Additional IO,Azure Data Lake Storage Gen2 Flat Namespace,0.5840000000000001,0.5840000000000001,0.5840000000000001,0.6204999999999999,0.5840000000000001,0.5840000000000001,0.657,0.5840000000000001
Hot Read Operations,General Block Blob v2 Hierarchical Namespace,3.65,3.65,3.65,4.38,3.65,3.65,4.38,3.65
Hot Read Operations,Files v2,3.796,,,,,,,
Hot Read Operations,Azure Data Lake Storage Gen2 Hierarchical Namespace,3.796,3.796,3.796,4.088,3.796,3.796,4.1610000000000005,3.796
Hot Read Operations,Azure Data Lake Storage Gen2 Flat Namespace,2.92,2.92,2.92,3.139,2.92,2.92,3.212,2.92
Hot Read Operations,Tiered Block Blob,2.92,2.92,2.92,3.139,2.92,2.92,3.212,2.92
Hot Write Additional IO,Azure Data Lake Storage Gen2 Flat Namespace,3.65,3.65,3.65,3.942,3.65,3.65,4.015,3.65
Hot Write Additional IO,Azure Data Lake Storage Gen2 Hierarchical Namespace,4.745,4.745,4.745,5.11,4.745,4.745,5.2195,4.745
Hot Write Operations,General Block Blob v2 Hierarchical Namespace,47.45,47.45,47.45,51.1,47.45,47.45,52.559999999999995,47.45
Hot Write Operations,Azure Data Lake Storage Gen2 Flat Namespace,36.5,36.5,36.5,39.42,36.5,36.5,40.15,36.5
Hot Write Operations,Azure Data Lake Storage Gen2 Hierarchical Namespace,47.45,47.45,47.45,51.246,47.45,47.45,52.19499999999999,47.45
Hot ZRS Data Stored,General Block Blob v2 Hierarchical Namespace,,18.25,16.79,17.52,18.98,16.79,,16.79
Hot ZRS Data Stored,Azure Data Lake Storage Gen2 Hierarchical Namespace,21.9,18.25,16.79,17.52,18.98,16.79,18.98,16.79
Hot ZRS Data Stored,Azure Data Lake Storage Gen2 Flat Namespace,21.9,18.25,16.79,17.52,18.98,16.79,18.98,16.79
Hot ZRS Data Stored,General Block Blob v2,,18.25,16.79,17.52,18.98,16.79,,16.79
Hot ZRS Index,General Block Blob v2 Hierarchical Namespace,,26.279999999999998,28.47,25.55,27.009999999999998,24.09,,24.09
Hot ZRS Index,Azure Data Lake Storage Gen2 Hierarchical Namespace,31.317,26.134,28.689,25.55,27.083000000000002,24.017,27.083000000000002,24.017
Hot ZRS Iterative Read Operations,General Block Blob v2 Hierarchical Namespace,,59.13,59.13,64.24,59.13,59.13,,59.13
Hot ZRS Iterative Read Operations,Azure Data Lake Storage Gen2 Flat Namespace,45.625,45.625,45.625,49.275000000000006,45.625,45.625,50.224,45.625
Hot ZRS Iterative Read Operations,Azure Data Lake Storage Gen2 Hierarchical Namespace,59.349,59.349,59.349,64.09400000000001,59.349,59.349,65.262,59.349
Hot ZRS Read Operations,General Block Blob v2,,2.92,2.92,3.139,2.92,2.92,,2.92
Hot ZRS Write Additional IO,Azure Data Lake Storage Gen2 Hierarchical Namespace,5.93125,5.93125,5.93125,6.3875,5.93125,5.93125,6.5247399999999995,5.93125
Hot ZRS Write Additional IO,Azure Data Lake Storage Gen2 Flat Namespace,4.5625,4.5625,4.5625,4.9275,4.5625,4.5625,5.01875,4.5625
Hot ZRS Write Operations,General Block Blob v2 Hierarchical Namespace,,59.13,59.13,64.24,59.13,59.13,,59.13
Hot ZRS Write Operations,Azure Data Lake Storage Gen2 Flat Namespace,45.625,45.625,45.625,49.275000000000006,45.625,45.625,50.224,45.625
Hot ZRS Write Operations,Azure Data Lake Storage Gen2 Hierarchical Namespace,59.349,59.349,59.349,64.09400000000001,59.349,59.349,65.262,59.349
Hot ZRS Write Operations,General Block Blob v2,,45.625,45.625,49.275000000000006,45.625,45.625,,45.625
Index Tags,Premium Block Blob,,14.235,13.139999999999999,14.235,10.95,10.95,14.235,10.95
Index Tags,Tiered Block Blob,17.009,14.235,13.139999999999999,14.235,10.95,10.95,14.235,10.95
LRS All Other Operations,Premium ADLS Gen2 Flat Namespace,1.5841,1.3286,1.2264000000000002,1.3286,1.022,1.022,1.3286,1.022
LRS All Other Operations,Premium ADLS Gen2 Hierarchical Namespace,2.0586,1.7301000000000002,1.5914000000000001,1.7301000000000002,1.3286,1.3286,1.7301000000000002,1.3286
LRS All Other Operations,Premium Block Blob v2 Hierarchical Namespace,1.5841,1.3286,1.2264000000000002,1.3286,1.022,1.022,1.3286,1.022
LRS All Other Operations,Premium Block Blob,1.5841,1.3286,1.2264000000000002,1.3286,1.022,1.022,1.3286,1.022
LRS Class 1 Additional IO,Queues v2,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92
LRS Class 1 Operations,Queues v2,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92
LRS Class 2 Additional IO,Queues v2,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92
LRS Data Stored,Premium Block Blob v2 Hierarchical Namespace,170.09,142.35,131.4,142.35,109.5,109.5,142.35,109.5
LRS Data Stored,Premium ADLS Gen2 Flat Namespace,170.09,142.35,131.4,142.35,109.5,109.5,142.35,109.5
LRS Data Stored,Premium ADLS Gen2 Hierarchical Namespace,220.45999999999998,185.42000000000002,170.82000000000002,185.42000000000002,142.35,142.35,185.42000000000002,142.35
LRS Data Stored,Premium Block Blob,170.09,142.35,131.4,142.35,109.5,109.5,142.35,109.5
LRS Data Stored,Standard Page Blob v2,32.85,32.85,32.85,32.85,32.85,32.85,32.85,32.85
LRS List and Create Container Operations,Premium Block Blob v2 Hierarchical Namespace,56.575,47.45,43.8,47.45,36.5,36.5,47.45,36.5
LRS List and Create Container Operations,Premium ADLS Gen2 Flat Namespace,56.575,47.45,43.8,47.45,36.5,36.5,47.45,36.5
LRS List and Create Container Operations,Premium ADLS Gen2 Hierarchical Namespace,73.73,61.685,56.94,61.685,47.45,47.45,61.685,47.45
LRS List and Create Container Operations,Premium Block Blob,56.575,47.45,43.8,47.45,36.5,36.5,47.45,36.5
LRS List and Create Container Operations,Tiered Block Blob,36.5,36.5,36.5,39.42,36.5,36.5,40.15,36.5
LRS Metadata,Files v2,25.038999999999998,,,,,,,
LRS Provisioned,Premium Files,271.56,210.23999999999998,192.72,210.23999999999998,175.2,175.2,192.72,175.2
LRS Read Operations,Premium ADLS Gen2 Hierarchical Namespace,2.0586,1.7301000000000002,1.5914000000000001,1.7301000000000002,1.3286,1.3286,1.7301000000000002,1.3286
LRS Read Operations,Premium ADLS Gen2 Flat Namespace,1.5841,1.3286,1.2264000000000002,1.3286,1.022,1.022,1.3286,1.022
LRS Read Operations,Premium Block Blob v2 Hierarchical Namespace,1.5841,1.3286,1.2264000000000002,1.3286,1.022,1.022,1.3286,1.022
LRS Read Operations,Premium Block Blob,1.5841,1.3286,1.2264000000000002,1.3286,1.022,1.022,1.3286,1.022
LRS Snapshots,Premium SSD Managed Disks,105.85,96.36,96.36,105.85,96.36,87.6,96.36,87.6
LRS Snapshots,Premium Files,226.3,175.2,160.6,175.2,146,146,160.6,146
LRS Snapshots,Standard SSD Managed Disks,105.85,96.36,96.36,105.85,96.36,87.6,96.36,87.6
LRS Snapshots,Standard HDD Managed Disks,36.5,36.5,36.5,36.5,36.5,36.5,40.15,36.5
LRS Snapshots,Premium Page Blob,105.85,96.36,96.36,105.85,96.36,87.6,96.36,87.6
LRS Write Additional IO,Standard Page Blob v2,1.7009,1.7009,1.7009,1.825,1.7009,1.7009,1.8688000000000002,1.7009
LRS Write Operations,Premium ADLS Gen2 Flat Namespace,19.782999999999998,16.644000000000002,15.33,16.644000000000002,12.775,12.775,16.644000000000002,12.775
LRS Write Operations,Premium Block Blob v2 Hierarchical Namespace,19.782999999999998,16.644000000000002,15.33,16.644000000000002,12.775,12.775,16.644000000000002,12.775
LRS Write Operations,Premium ADLS Gen2 Hierarchical Namespace,25.769,21.608,19.929000000000002,21.608,16.644000000000002,16.644000000000002,21.608,16.644000000000002
LRS Write Operations,Premium Block Blob,19.782999999999998,16.644000000000002,15.33,16.644000000000002,12.775,12.775,16.644000000000002,12.775
LRS Write Operations,Standard Page Blob v2,10.95,10.95,10.95,11.774899999999999,10.95,10.95,12.045,10.95
Named Encryption Scopes,Blob Features,565.75,474.5,,474.5,365,365,474.5,365
P1 Disks,Premium SSD Managed Disks,264.99,240.9,240.9,264.99,240.9,219,240.9,219
P10 Disks,Premium SSD Managed Disks,15826.4,14388.300000000001,14388.300000000001,15826.4,14388.300000000001,13081.6,14388.300000000001,13081.6
P10 Disks,Premium Page Blob,15826.4,14388.300000000001,14388.300000000001,15826.4,14388.300000000001,13081.6,14388.300000000001,13081.6
P15 Disk Mounts,Premium SSD Managed Disks,,694.23,640.94,832.9300000000001,534.36,534.36,,534.36
P15 Disks,Premium SSD Managed Disks,30522.34244,27748.86366,27748.86366,30522.34244,27748.86366,25228.800000000003,27748.86366,25228.800000000003
P15 Disks,Premium Page Blob,30522.34244,27748.86366,27748.86366,30522.34244,27748.86366,25228.800000000003,27748.86366,25228.800000000003
P2 Disks,Premium SSD Managed Disks,529.98,481.8,481.8,529.98,481.8,438,481.8,438
P20 Disk Mounts,Premium SSD Managed Disks,,1249.76,1153.4,1500.15,961.41,961.41,,961.41
P20 Disks,Premium SSD Managed Disks,58794.200000000004,53450.6,53450.6,58794.200000000004,53450.6,48588.8,53450.6,48588.8
P20 Disks,Premium Page Blob,58794.200000000004,53450.6,53450.6,58794.200000000004,53450.6,48588.8,53450.6,48588.8
P3 Disks,Premium SSD Managed Disks,1059.96,963.6,963.6,1059.96,963.6,876,963.6,876
P30 Disk Mounts,Premium SSD Managed Disks,,2499.52,2307.53,2999.57,1922.82,1922.82,,1922.82
P30 Disks,Premium SSD Managed Disks,108536.40000000001,98674.09999999999,98674.09999999999,108536.40000000001,98674.09999999999,89702.4,98674.09999999999,89702.4
P30 Disks,Premium Page Blob,108536.40000000001,98674.09999999999,98674.09999999999,108536.40000000001,98674.09999999999,89702.4,98674.09999999999,89702.4
P4 Disks,Premium SSD Managed Disks,4239.256,3854.035,3854.035,4239.256,3854.035,3504.073,3854.035,3504.073
P4 Disks,Premium Page Blob,4239.256,3854.035,3854.035,4239.256,3854.035,3504.073,3854.035,3504.073
P40 Disk Mounts,Premium SSD Managed Disks,,4999.77,4615.06,5999.87,3845.64,3845.64,,3845.64
P40 Disks,Premium SSD Managed Disks,208004.08299999998,189103.361,189103.361,208004.08299999998,189103.361,171929.6,189103.361,171929.6
P40 Disks,Premium Page Blob,208004.08299999998,189103.361,189103.361,208004.08299999998,189103.361,171929.6,189103.361,171929.6
P50 Disk Mounts,Premium SSD Managed Disks,,9721.41,8973.89,11665.4,7478.12,7478.12,,7478.12
P50 Disks,Premium SSD Managed Disks,397920.883,361762.961,361762.961,397920.883,361762.961,328908.8,361762.961,328908.8
P50 Disks,Premium Page Blob,397920.883,361762.961,361762.961,397920.883,361762.961,328908.8,361762.961,328908.8
P6 Disks,Premium SSD Managed Disks,8195.856,7451.110000000001,7451.110000000001,8195.856,7451.110000000001,6774.472999999999,7451.110000000001,6774.472999999999
P6 Disks,Premium Page Blob,8195.856,7451.110000000001,7451.110000000001,8195.856,7451.110000000001,6774.472999999999,7451.110000000001,6774.472999999999
P60 Disk Mounts,Premium SSD Managed Disks,,19442.82,17947.05,23331.53,14956.24,14956.24,,14956.24
P60 Disks,Premium SSD Managed Disks,759667.2000000001,690638.4,690638.4,759667.2000000001,690638.4,627916.7999999999,690638.4,627916.7999999999
P60 Disks,Premium Page Blob,759667.2000000001,690638.4,690638.4,759667.2000000001,690638.4,627916.7999999999,690638.4,627916.7999999999
P70 Disk Mounts,Premium SSD Managed Disks,,41663.29,38458.59,49996.24,32048.46,32048.46,,32048.46
P70 Disks,Premium SSD Managed Disks,1446984.1,1315503.8,1315503.8,1446984.1,1315503.8,1196032,1315503.8,1196032
P80 Disk Mounts,Premium SSD Managed Disks,,83329.5,76920.1,99995.4,64097.65,64097.65,,64097.65
P80 Disks,Premium SSD Managed Disks,2893968.2,2631000.3000000003,2631000.3000000003,2893968.2,2631000.3000000003,2392064,2631000.3000000003,2392064
Provisioned Capacity,Ultra Disks,,0.15549,0.14307999999999998,0.15549,0.11972000000000001,0.11972000000000001,0.15549,0.11972000000000001
Provisioned IOPS,Ultra Disks,,0.06423999999999999,0.05913,0.06423999999999999,0.04964,0.04964,0.06423999999999999,0.04964
Provisioned Throughput (MBps),Ultra Disks,,1.2993999999999999,1.1972,1.2993999999999999,1.0001,1.0001,1.2993999999999999,1.0001
RA-GRS Data Stored,Standard Page Blob v2,54.75,54.75,54.75,54.75,54.75,54.75,54.75,54.75
RA-GRS Named Encryption Scopes,Blob Features,848.99,711.75,,711.75,547.5,547.5,711.75,547.5
RA-GZRS Data Stored,Tables,,,,39.711999999999996,39.711999999999996,46.136,,
RA-GZRS Data Stored,Queues v2,,,,45.99,45.99,46.208999999999996,,
RA-GZRS Data Stored,Standard Page Blob v2,,42.413,42.413,42.413,42.413,42.413,,42.413
Read Additional IO,Standard Page Blob v2,0.12410000000000002,0.12410000000000002,0.12410000000000002,0.13140000000000002,0.12410000000000002,0.12410000000000002,0.13140000000000002,0.12410000000000002
Read Operations,Standard Page Blob v2,1.095,1.095,1.095,1.1753,1.095,1.095,1.2045,1.095
Reservation per vCPU Provisioned,Ultra Disks,,5.694,5.256,5.694,4.38,4.38,5.694,4.38
S10 Disks,Standard HDD Managed Disks,4298.24,4298.24,4298.24,4298.24,4298.24,4298.24,4298.24,4298.24
S15 Disks,Standard HDD Managed Disks,8269.439999999999,8269.439999999999,8269.439999999999,8269.439999999999,8269.439999999999,8269.439999999999,8269.439999999999,8269.439999999999
S20 Disks,Standard HDD Managed Disks,15884.800000000001,15884.800000000001,15884.800000000001,15884.800000000001,15884.800000000001,15884.800000000001,15884.800000000001,15884.800000000001
S30 Disks,Standard HDD Managed Disks,29900.8,29900.8,29900.8,29900.8,29900.8,29900.8,29900.8,29900.8
S4 Disks,Standard HDD Managed Disks,1121.28,1121.28,1121.28,1121.28,1121.28,1121.28,1121.28,1121.28
S40 Disks,Standard HDD Managed Disks,59801.6,59801.6,59801.6,59801.6,56811.52,59801.6,59801.6,56811.52
S50 Disks,Standard HDD Managed Disks,119603.2,119603.2,119603.2,119603.2,104652.8,119603.2,119603.2,104652.8
S6 Disks,Standard HDD Managed Disks,2195.84,2195.84,2195.84,2195.84,2195.84,2195.84,2195.84,2195.84
S60 Disks,Standard HDD Managed Disks,239206.4,239206.4,239206.4,239206.4,191362.19999999998,239206.4,239206.4,191362.19999999998
S70 Disks,Standard HDD Managed Disks,478412.8,478412.8,478412.8,478412.8,358809.6,478412.8,478412.8,358809.6
S80 Disks,Standard HDD Managed Disks,956825.6,956825.6,956825.6,956825.6,696091.5,956825.6,956825.6,696091.5
Server,File Sync,3650,3650,3650,3650,3650,3650,3650,3650
Server - Free,File Sync,0,0,0,0,0,0,0,0
ZRS All Other Operations,Premium ADLS Gen2 Flat Namespace,2.1024000000000003,1.7666,1.6279000000000001,1.7666,1.3578000000000001,1.3578000000000001,1.7666,1.3578000000000001
ZRS All Other Operations,Premium ADLS Gen2 Hierarchical Namespace,2.7375,2.2922,2.117,2.2922,1.7666,1.7666,2.2922,1.7666
ZRS All Other Operations,Premium Block Blob v2 Hierarchical Namespace,2.1024000000000003,1.7666,1.6279000000000001,1.7666,1.3578000000000001,1.3578000000000001,1.7666,1.3578000000000001
ZRS All Other Operations,Premium Block Blob,,,,1.7666,,,,
ZRS Class 1 Additional IO,Queues v2,,2.92,2.92,2.92,2.92,2.92,,2.92
ZRS Class 1 Operations,Queues v2,,2.92,2.92,2.92,2.92,2.92,,2.92
ZRS Class 2 Additional IO,Queues v2,,2.92,2.92,2.92,2.92,2.92,,2.92
ZRS Class 2 Operations,Queues v2,,2.92,2.92,2.92,2.92,2.92,,2.92
ZRS Data Stored,Premium Block Blob v2 Hierarchical Namespace,226.3,189.8,175.2,189.8,146,146,189.8,146
ZRS Data Stored,Premium ADLS Gen2 Flat Namespace,226.3,189.8,175.2,189.8,146,146,189.8,146
ZRS Data Stored,Premium ADLS Gen2 Hierarchical Namespace,294.19,246.74,227.76,246.74,189.8,189.8,246.74,189.8
ZRS Data Stored,Tables,,41.026,41.026,41.026,41.026,41.026,,41.026
ZRS Data Stored,Premium Block Blob,,,,189.07,,,,
ZRS Data Stored,Queues v2,,41.0625,41.0625,41.0625,41.0625,41.0625,,41.0625
ZRS Data Stored,Files v2,,54.75,54.75,54.75,54.75,54.75,,54.75
ZRS Data Stored,Standard Page Blob v2,,41.0625,41.0625,41.0625,41.0625,41.0625,,41.0625
ZRS List and Create Container Operations,Premium ADLS Gen2 Hierarchical Namespace,98.55000000000001,82.49000000000001,76.64999999999999,82.49000000000001,63.583,63.583,82.49000000000001,63.583
ZRS List and Create Container Operations,Premium ADLS Gen2 Flat Namespace,75.92,63.583,58.692,63.583,48.910000000000004,48.910000000000004,63.583,48.910000000000004
ZRS List and Create Container Operations,Premium Block Blob v2 Hierarchical Namespace,75.92,63.583,58.692,63.583,48.910000000000004,48.910000000000004,63.583,48.910000000000004
ZRS List and Create Container Operations,Premium Block Blob,,,,62.779999999999994,,,,
ZRS List Operations,Files v2,,10.95,10.95,10.95,10.95,10.95,,10.95
ZRS Protocol Operations,Files v2,,1.095,1.095,1.095,1.095,1.095,,1.095
ZRS Provisioned,Premium Files,,,,262.8,,,,
ZRS Read Additional IO,Standard Page Blob v2,,0.12410000000000002,0.12410000000000002,0.13140000000000002,0.12410000000000002,0.12410000000000002,,0.12410000000000002
ZRS Read Operations,Premium ADLS Gen2 Flat Namespace,2.1024000000000003,1.7666,1.6279000000000001,1.7666,1.3578000000000001,1.3578000000000001,1.7666,1.3578000000000001
ZRS Read Operations,Premium Block Blob v2 Hierarchical Namespace,2.1024000000000003,1.7666,1.6279000000000001,1.7666,1.3578000000000001,1.3578000000000001,1.7666,1.3578000000000001
ZRS Read Operations,Premium ADLS Gen2 Hierarchical Namespace,2.7375,2.2922,2.117,2.2922,1.7666,1.7666,2.2922,1.7666
ZRS Read Operations,Premium Block Blob,,,,1.7666,,,,
ZRS Read Operations,Files v2,,1.095,1.095,1.095,1.095,1.095,,1.095
ZRS Read Operations,Standard Page Blob v2,,1.095,1.095,1.1753,1.095,1.095,,1.095
ZRS Snapshots,Premium Files,,,,223.38,,,,
ZRS Snapshots,Standard HDD Managed Disks,36.5,36.5,36.5,36.5,36.5,36.5,40.15,36.5
ZRS Write Additional IO,Standard Page Blob v2,,2.12576,2.12576,2.28125,2.12576,2.12576,,2.12576
ZRS Write Operations,Premium ADLS Gen2 Hierarchical Namespace,34.236999999999995,28.761999999999997,26.499,28.761999999999997,22.119,22.119,28.761999999999997,22.119
ZRS Write Operations,Premium ADLS Gen2 Flat Namespace,26.353,22.119,20.44,22.119,17.009,17.009,22.119,17.009
